tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
GEN-0674,Gentoo,55.9,14.8,222.7,5291,Adult,,Torgersen North,Torgersen,2021-03-11,Healthy,PAPRI2021,Yes,2021-03-09
,Adelie,37.58,17.25,176.1,2835,Juvenile,Female,Torgersen North,Torgersen,2024-10-19,Critically Ill,PAPRI2024,Yes,2024-10-15
,Chinstrap,48.85,17.43,200.1,2995,Adult,,Dream South,Dream,2024-07-16,Underweight,PAPRI2024,Yes,2024-07-16
CHN-0696,Chinstrap,50.52,18.05,199.9,3387,Adult,,Shortcut Point,Shortcut,2022-05-07,Underweight,PAPRI2022,No,
GEN-0675,Gentoo,50.65,14.93,216.9,4800,Adult,Male,Torgersen North,Torgersen,2021-01-14,Healthy,PAPRI2021,Yes,2021-01-13
CHN-0697,Chinstrap,48.73,18.19,206.2,3340,Adult,,Dream South,Dream,2020-07-21,Healthy,PAPRI2020,No,
GEN-0676,Gentoo,46.74,14.07,206.5,4130,Adult,,Cormorant East,Cormorant,2023-08-31,Underweight,PAPRI2023,Yes,2023-08-20
CHN-0698,Chinstrap,47.35,18.42,200.5,3621,Adult,Female,Dream South,Dream,2020-11-07,Healthy,PAPRI2020,Yes,2020-11-05
GEN-0677,Gentoo,43.97,15.14,212.8,2963,Chick,Male,Dream South,Dream,2024-09-12,Underweight,PAPRI2024,Yes,2024-08-30
ADE-0701,Adelie,38.91,19.58,186.0,3458,Adult,,Cormorant East,Cormorant,2022-07-27,Healthy,PAPRI2022,Yes,2022-07-14
,Chinstrap,45.52,21.0,204.5,3208,Adult,Male,Cormorant East,Cormorant,2022-02-13,Underweight,PAPRI2022,Yes,2022-02-07
ADE-0702,Adelie,37.83,18.07,197.5,3493,Adult,,Shortcut Point,Shortcut,2023-08-16,Underweight,PAPRI2023,Yes,2023-08-05
GEN-0678,Gentoo,50.65,15.2,220.7,4619,Adult,Female,Biscoe West,Biscoe,2023-05-03,Healthy,PAPRI2023,Yes,2023-04-29
CHN-0699,Chinstrap,43.61,15.87,193.3,3245,Adult,Female,Cormorant East,Cormorant,2024-11-21,Underweight,PAPRI2024,Yes,2024-11-08
,Adelie,37.78,19.7,192.2,2615,Juvenile,Female,Torgersen North,Torgersen,2024-01-11,Underweight,PAPRI2024,No,
,Adelie,36.72,17.0,179.5,3721,Adult,,Dream South,Dream,2024-08-26,Unwell,PAPRI2024,No,
,Chinstrap,45.95,15.85,199.0,3610,Adult,,Torgersen North,Torgersen,2023-10-05,Healthy,PAPRI2023,No,
,Gentoo,52.94,13.67,215.6,3611,Juvenile,,Cormorant East,Cormorant,2022-08-09,Underweight,PAPRI2022,Yes,2022-07-29
ADE-0703,Adelie,34.58,16.51,192.5,4435,Adult,Male,Torgersen North,Torgersen,2021-04-09,Healthy,PAPRI2021,Yes,2021-04-03
,Gentoo,50.97,16.18,221.0,4548,Adult,,Dream South,Dream,2020-10-26,Healthy,PAPRI2020,No,
GEN-0679,Gentoo,45.1,16.86,225.0,4455,Adult,Female,Biscoe West,Biscoe,2022-08-01,Unwell,PAPRI2022,Yes,2022-08-01
,Adelie,34.62,19.59,190.6,3738,Adult,Female,Shortcut Point,Shortcut,2022-04-04,Overweight,PAPRI2022,Yes,2022-03-28
GEN-0680,Gentoo,45.62,13.42,199.4,3474,Chick,,Torgersen North,Torgersen,2019-12-16,Underweight,PAPRI2019,Yes,2019-12-02
GEN-0681,Gentoo,44.73,13.94,217.8,5301,Adult,,Torgersen North,Torgersen,2022-11-18,Healthy,PAPRI2022,Yes,2022-11-07
,Adelie,40.01,16.54,196.2,2912,Juvenile,,Dream South,Dream,2021-12-06,Underweight,PAPRI2021,Yes,2021-11-30
ADE-0704,Adelie,38.54,18.43,189.0,4005,Adult,,Torgersen North,Torgersen,2021-11-28,Healthy,PAPRI2021,No,
,Gentoo,53.33,14.75,217.6,3750,Juvenile,Female,Torgersen North,Torgersen,2024-08-16,Underweight,PAPRI2024,Yes,2024-08-11
GEN-0682,Gentoo,45.0,14.41,215.1,4081,Juvenile,Male,Torgersen North,Torgersen,2023-01-17,Healthy,PAPRI2023,Yes,2023-01-06
ADE-0705,Adelie,38.05,19.64,187.3,3013,Juvenile,,Dream South,Dream,2021-02-18,Underweight,PAPRI2021,Yes,2021-02-06
,Gentoo,48.76,14.78,216.1,4599,Juvenile,Male,Torgersen North,Torgersen,2020-04-11,Healthy,PAPRI2020,Yes,2020-04-04
CHN-0700,Chinstrap,49.7,16.36,194.5,2500,Chick,Female,Biscoe West,Biscoe,2024-12-15,Underweight,PAPRI2024,Yes,2024-12-06
ADE-0706,Adelie,38.58,21.0,190.7,4406,Adult,Male,Torgersen North,Torgersen,2024-03-03,Healthy,PAPRI2024,Yes,2024-02-18
CHN-0701,Chinstrap,51.23,19.33,197.1,4180,Adult,Male,Torgersen North,Torgersen,2021-03-06,Healthy,PAPRI2021,Yes,2021-02-22
,Gentoo,45.57,15.36,215.2,3195,Juvenile,Female,Biscoe West,Biscoe,2021-06-06,Underweight,PAPRI2021,No,
,Gentoo,52.47,14.19,211.1,4207,Juvenile,,Dream South,Dream,2022-10-01,Healthy,PAPRI2022,Yes,2022-09-29
,Gentoo,53.01,15.31,215.5,5334,Adult,,Cormorant East,Cormorant,2021-01-01,Overweight,PAPRI2021,Yes,2020-12-30
,Chinstrap,46.88,18.7,205.5,3472,Adult,,Cormorant East,Cormorant,2023-12-26,Underweight,PAPRI2023,Yes,2023-12-18
CHN-0702,Chinstrap,43.69,19.74,200.1,3110,Juvenile,,Torgersen North,Torgersen,2023-05-29,Underweight,PAPRI2023,Yes,2023-05-29
,Gentoo,42.05,15.05,214.0,5459,Adult,Male,Torgersen North,Torgersen,2020-01-07,Healthy,PAPRI2020,Yes,2020-01-03
ADE-0707,Adelie,40.29,16.9,197.0,4302,Adult,Male,Torgersen North,Torgersen,2021-09-14,Healthy,PAPRI2021,Yes,2021-09-01
GEN-0683,Gentoo,39.75,15.06,209.3,4891,Adult,Female,Biscoe West,Biscoe,2024-12-27,Healthy,PAPRI2024,Yes,2024-12-17
CHN-0703,Chinstrap,44.18,17.72,199.0,3611,Adult,,Torgersen North,Torgersen,2021-09-16,Healthy,PAPRI2021,Yes,2021-09-09
CHN-0704,Chinstrap,55.26,18.23,198.1,4080,Adult,,Torgersen North,Torgersen,2021-11-12,Healthy,PAPRI2021,Yes,2021-11-08
CHN-0705,Chinstrap,48.26,15.48,188.5,4152,Adult,Male,Torgersen North,Torgersen,2024-12-30,Healthy,PAPRI2024,Yes,2024-12-28
,Gentoo,45.93,17.06,219.8,4739,Adult,Female,Dream South,Dream,2023-04-01,Healthy,PAPRI2023,Yes,2023-03-30
ADE-0708,Adelie,43.29,20.35,183.1,3864,Adult,Male,Biscoe West,Biscoe,2022-04-27,Underweight,PAPRI2022,Yes,2022-04-24
CHN-0706,Chinstrap,52.69,20.5,186.9,3223,Juvenile,Male,Torgersen North,Torgersen,2020-03-18,Healthy,PAPRI2020,Yes,2020-03-07
GEN-0684,Gentoo,48.57,17.06,214.1,3165,Chick,,Torgersen North,Torgersen,2024-11-05,Underweight,PAPRI2024,Yes,2024-10-28
,Adelie,32.0,18.72,197.6,3606,Adult,,Torgersen North,Torgersen,2020-12-01,Healthy,PAPRI2020,Yes,2020-11-17
CHN-0707,Chinstrap,48.46,17.67,189.8,3910,Adult,,Biscoe West,Biscoe,2020-11-20,Overweight,PAPRI2020,Yes,2020-11-12
GEN-0685,Gentoo,44.18,15.81,226.8,5623,Adult,Male,Torgersen North,Torgersen,2020-05-08,Healthy,PAPRI2020,Yes,2020-04-29
ADE-0709,Adelie,41.83,16.09,189.6,3809,Adult,,Cormorant East,Cormorant,2023-09-25,Overweight,PAPRI2023,Yes,2023-09-15
CHN-0708,Chinstrap,46.15,18.39,182.5,4087,Adult,Male,Cormorant East,Cormorant,2019-11-16,Overweight,PAPRI2019,Yes,2019-11-09
GEN-0686,Gentoo,47.1,14.79,211.7,5158,Adult,Male,Torgersen North,Torgersen,2024-02-11,Healthy,PAPRI2024,Yes,2024-02-03
CHN-0709,Chinstrap,49.44,16.2,195.6,3124,Adult,,Torgersen North,Torgersen,2023-10-15,Underweight,PAPRI2023,Yes,2023-10-15
ADE-0710,Adelie,41.28,16.81,194.7,4047,Adult,,Cormorant East,Cormorant,2023-06-09,Overweight,PAPRI2023,Yes,2023-05-30
ADE-0711,Adelie,38.08,13.45,176.8,3508,Adult,Male,Torgersen North,Torgersen,2021-07-16,Healthy,PAPRI2021,Yes,2021-07-04
CHN-0710,Chinstrap,55.15,18.96,190.1,4377,Adult,Male,Torgersen North,Torgersen,2021-12-29,Overweight,PAPRI2021,Yes,2021-12-29
GEN-0687,Gentoo,49.43,13.0,222.9,3764,Juvenile,Female,Biscoe West,Biscoe,2024-06-26,Underweight,PAPRI2024,Yes,2024-06-17
GEN-0688,Gentoo,48.4,15.49,217.5,5108,Adult,,Cormorant East,Cormorant,2020-04-01,Healthy,PAPRI2020,No,
GEN-0689,Gentoo,48.34,14.86,208.7,4842,Adult,,Torgersen North,Torgersen,2020-02-13,Healthy,PAPRI2020,Yes,2020-02-02
ADE-0712,Adelie,35.17,20.02,188.0,3875,Adult,,Cormorant East,Cormorant,2019-12-31,Overweight,PAPRI2019,Yes,2019-12-28
CHN-0711,Chinstrap,44.41,15.9,197.6,3012,Juvenile,Male,Biscoe West,Biscoe,2023-04-02,Underweight,PAPRI2023,Yes,2023-03-30
ADE-0713,Adelie,39.28,21.0,192.6,2976,Adult,,Shortcut Point,Shortcut,2022-02-01,Underweight,PAPRI2022,Yes,2022-01-26
,Chinstrap,46.25,18.87,185.9,4147,Adult,Male,Torgersen North,Torgersen,2020-07-14,Healthy,PAPRI2020,Yes,2020-07-08
GEN-0690,Gentoo,53.93,16.53,212.5,4949,Adult,,Torgersen North,Torgersen,2022-12-15,Healthy,PAPRI2022,No,
CHN-0712,Chinstrap,45.81,18.92,189.4,4909,Adult,,Cormorant East,Cormorant,2024-11-09,Overweight,PAPRI2024,Yes,2024-10-27
,Adelie,42.13,19.04,185.0,3895,Adult,,Torgersen North,Torgersen,2020-12-08,Healthy,PAPRI2020,Yes,2020-12-08
,Gentoo,48.82,14.61,216.8,4686,Adult,,Dream South,Dream,2023-03-21,Healthy,PAPRI2023,Yes,2023-03-20
,Gentoo,49.9,13.91,216.3,3809,Juvenile,Female,Biscoe West,Biscoe,2023-02-23,Underweight,PAPRI2023,Yes,2023-02-12
,Chinstrap,44.15,18.44,198.5,2962,Adult,Female,Biscoe West,Biscoe,2022-02-21,Underweight,PAPRI2022,Yes,2022-02-13
CHN-0713,Chinstrap,52.57,17.66,178.4,3872,Adult,Male,Dream South,Dream,2022-01-15,Healthy,PAPRI2022,No,
,Gentoo,38.14,16.0,209.9,3204,Chick,,Biscoe West,Biscoe,2021-12-21,Underweight,PAPRI2021,Yes,2021-12-19
CHN-0714,Chinstrap,49.45,19.27,192.2,3001,Juvenile,Female,Shortcut Point,Shortcut,2022-03-04,Underweight,PAPRI2022,Yes,2022-02-21
,Gentoo,47.62,13.31,210.4,4613,Adult,Female,Torgersen North,Torgersen,2020-03-24,Healthy,PAPRI2020,No,
,Adelie,38.87,18.68,193.3,3816,Adult,,Torgersen North,Torgersen,2024-09-30,Healthy,PAPRI2024,Yes,2024-09-30
CHN-0715,Chinstrap,45.91,15.98,183.7,3774,Adult,,Torgersen North,Torgersen,2022-12-02,Healthy,PAPRI2022,Yes,2022-11-27
GEN-0691,Gentoo,48.15,14.94,221.5,5092,Adult,Female,Dream South,Dream,2021-11-17,Healthy,PAPRI2021,Yes,2021-11-14
,Gentoo,53.63,15.53,225.9,5617,Adult,Male,Dream South,Dream,2024-12-05,Healthy,PAPRI2024,Yes,2024-11-21
CHN-0716,Chinstrap,45.86,15.38,190.8,3527,Adult,,Torgersen North,Torgersen,2024-02-15,Healthy,PAPRI2024,Yes,2024-02-06
,Adelie,38.5,14.96,195.1,3770,Adult,Female,Biscoe West,Biscoe,2024-08-11,Healthy,PAPRI2024,Yes,2024-08-03
GEN-0692,Gentoo,49.54,17.66,223.8,5097,Adult,,Dream South,Dream,2021-06-23,Healthy,PAPRI2021,Yes,2021-06-10
GEN-0693,Gentoo,44.91,15.91,221.2,3052,Chick,,Dream South,Dream,2020-10-11,Underweight,PAPRI2020,Yes,2020-10-01
ADE-0714,Adelie,38.02,18.09,189.1,3449,Adult,,Dream South,Dream,2022-07-03,Healthy,PAPRI2022,Yes,2022-07-03
,Gentoo,49.63,15.27,218.0,3524,Chick,Male,Torgersen North,Torgersen,2019-11-06,Underweight,PAPRI2019,Yes,2019-11-04
CHN-0717,Chinstrap,45.8,20.73,188.0,2500,Chick,,Biscoe West,Biscoe,2024-06-07,Underweight,PAPRI2024,No,
,Gentoo,46.66,15.64,223.1,2558,Chick,,Cormorant East,Cormorant,2023-02-12,Underweight,PAPRI2023,Yes,2023-02-10
ADE-0715,Adelie,39.18,17.42,195.9,3625,Adult,Male,Cormorant East,Cormorant,2023-04-21,Healthy,PAPRI2023,Yes,2023-04-07
,Adelie,41.0,19.38,195.4,3408,Adult,,Torgersen North,Torgersen,2019-11-10,Healthy,PAPRI2019,Yes,2019-10-29
ADE-0716,Adelie,35.97,17.73,191.0,3273,Adult,Female,Shortcut Point,Shortcut,2023-09-07,Underweight,PAPRI2023,No,
CHN-0718,Chinstrap,47.97,20.53,183.6,3984,Adult,Male,Shortcut Point,Shortcut,2023-08-29,Overweight,PAPRI2023,Yes,2023-08-17
GEN-0694,Gentoo,38.97,13.12,220.8,4762,Adult,Female,Torgersen North,Torgersen,2023-06-20,Healthy,PAPRI2023,Yes,2023-06-14
,Gentoo,44.57,15.13,215.7,5125,Adult,Female,Cormorant East,Cormorant,2022-10-16,Healthy,PAPRI2022,Yes,2022-10-11
,Gentoo,43.32,14.92,220.7,4860,Adult,Female,Dream South,Dream,2023-10-23,Overweight,PAPRI2023,Yes,2023-10-09
GEN-0695,Gentoo,48.14,14.35,221.7,4651,Adult,Male,Shortcut Point,Shortcut,2023-06-26,Healthy,PAPRI2023,Yes,2023-06-23
CHN-0719,Chinstrap,52.07,17.61,203.5,3747,Adult,,Biscoe West,Biscoe,2024-12-11,Healthy,PAPRI2024,Yes,2024-12-05
GEN-0696,Gentoo,46.57,14.57,222.8,4696,Adult,Female,Torgersen North,Torgersen,2021-12-11,Healthy,PAPRI2021,Yes,2021-12-08
,Adelie,37.61,19.74,194.8,3430,Adult,Female,Torgersen North,Torgersen,2022-09-09,Healthy,PAPRI2022,Yes,2022-08-26
GEN-0697,Gentoo,45.5,15.68,217.6,4194,Juvenile,,Torgersen North,Torgersen,2022-01-14,Healthy,PAPRI2022,Yes,2022-01-11
,Gentoo,47.45,13.73,216.5,3738,Juvenile,Female,Cormorant East,Cormorant,2023-02-04,Underweight,PAPRI2023,Yes,2023-02-04
CHN-0720,Chinstrap,50.59,17.27,192.4,3525,Adult,Male,Torgersen North,Torgersen,2021-10-09,Healthy,PAPRI2021,Yes,2021-10-07
GEN-0698,Gentoo,52.64,14.65,211.1,5303,Adult,,Torgersen North,Torgersen,2019-10-17,Critically Ill,PAPRI2019,Yes,2019-10-03
,Gentoo,44.11,13.25,218.6,5179,Adult,,Cormorant East,Cormorant,2022-04-03,Healthy,PAPRI2022,No,
,Adelie,34.92,19.23,182.2,3186,Adult,Female,Cormorant East,Cormorant,2023-06-27,Underweight,PAPRI2023,Yes,2023-06-24
,Gentoo,48.58,17.22,210.7,2772,Chick,Female,Shortcut Point,Shortcut,2020-05-13,Underweight,PAPRI2020,Yes,2020-05-02
GEN-0699,Gentoo,46.59,14.54,215.1,4278,Juvenile,Male,Biscoe West,Biscoe,2022-11-25,Healthy,PAPRI2022,Yes,2022-11-22
ADE-0717,Adelie,36.96,18.13,192.1,4289,Adult,Male,Torgersen North,Torgersen,2024-05-15,Healthy,PAPRI2024,Yes,2024-05-02
CHN-0721,Chinstrap,50.92,17.28,188.8,4025,Adult,,Torgersen North,Torgersen,2020-04-23,Healthy,PAPRI2020,Yes,2020-04-18
,Gentoo,46.22,15.79,217.4,4216,Adult,Female,Torgersen North,Torgersen,2020-10-13,Healthy,PAPRI2020,No,
GEN-0700,Gentoo,42.11,16.9,213.8,4839,Adult,,Dream South,Dream,2024-04-07,Healthy,PAPRI2024,No,
,Gentoo,45.41,17.08,226.4,3942,Juvenile,Female,Dream South,Dream,2021-09-13,Healthy,PAPRI2021,Yes,2021-09-09
GEN-0701,Gentoo,47.09,15.74,222.6,4447,Adult,,Cormorant East,Cormorant,2024-05-14,Healthy,PAPRI2024,Yes,2024-05-11
CHN-0722,Chinstrap,43.77,21.0,195.3,3317,Adult,,Torgersen North,Torgersen,2021-06-15,Healthy,PAPRI2021,Yes,2021-06-03
GEN-0702,Gentoo,47.4,16.52,215.2,4302,Adult,Female,Torgersen North,Torgersen,2020-07-04,Healthy,PAPRI2020,Yes,2020-07-03
CHN-0723,Chinstrap,54.34,17.31,184.6,3120,Juvenile,Male,Dream South,Dream,2024-06-23,Underweight,PAPRI2024,Yes,2024-06-18
,Chinstrap,48.97,17.13,191.3,5133,Adult,,Dream South,Dream,2024-08-15,Overweight,PAPRI2024,Yes,2024-08-11
,Adelie,41.13,19.79,201.4,3337,Adult,,Torgersen North,Torgersen,2022-09-11,Healthy,PAPRI2022,Yes,2022-09-01
CHN-0724,Chinstrap,54.85,16.13,188.2,2500,Chick,,Dream South,Dream,2020-01-30,Underweight,PAPRI2020,Yes,2020-01-21
CHN-0725,Chinstrap,50.38,20.15,201.2,3493,Adult,Female,Torgersen North,Torgersen,2020-02-29,Healthy,PAPRI2020,Yes,2020-02-29
CHN-0726,Chinstrap,55.09,18.49,209.7,4176,Adult,,Dream South,Dream,2024-05-09,Overweight,PAPRI2024,Yes,2024-04-26
,Adelie,36.61,18.29,198.9,3569,Adult,Male,Shortcut Point,Shortcut,2023-07-17,Overweight,PAPRI2023,No,
,Adelie,38.97,19.19,182.1,3059,Juvenile,,Torgersen North,Torgersen,2024-11-26,Healthy,PAPRI2024,Yes,2024-11-22
GEN-0703,Gentoo,46.96,14.37,209.6,5438,Adult,,Dream South,Dream,2023-05-24,Healthy,PAPRI2023,Yes,2023-05-15
,Adelie,37.41,19.75,185.3,3533,Adult,,Dream South,Dream,2020-07-23,Healthy,PAPRI2020,Yes,2020-07-20
ADE-0718,Adelie,41.55,17.51,189.8,2514,Juvenile,Female,Torgersen North,Torgersen,2022-03-23,Underweight,PAPRI2022,Yes,2022-03-14
ADE-0719,Adelie,41.8,20.91,196.7,3695,Adult,,Torgersen North,Torgersen,2023-12-11,Healthy,PAPRI2023,Yes,2023-11-27
ADE-0720,Adelie,35.14,19.53,188.8,3292,Adult,,Dream South,Dream,2021-02-21,Healthy,PAPRI2021,Yes,2021-02-18
ADE-0721,Adelie,36.57,16.83,193.6,3743,Adult,,Cormorant East,Cormorant,2023-06-22,Healthy,PAPRI2023,Yes,2023-06-21
GEN-0704,Gentoo,45.75,16.29,214.9,4529,Adult,Male,Biscoe West,Biscoe,2023-07-10,Healthy,PAPRI2023,No,
CHN-0727,Chinstrap,52.72,18.26,189.2,3783,Adult,Male,Cormorant East,Cormorant,2022-08-08,Overweight,PAPRI2022,No,
GEN-0705,Gentoo,49.38,15.11,217.0,3115,Chick,,Torgersen North,Torgersen,2021-01-11,Underweight,PAPRI2021,Yes,2021-01-10
GEN-0706,Gentoo,45.74,14.02,217.8,4780,Adult,,Dream South,Dream,2024-02-28,Healthy,PAPRI2024,Yes,2024-02-21
CHN-0728,Chinstrap,45.02,20.86,197.1,3480,Juvenile,Male,Cormorant East,Cormorant,2022-11-30,Underweight,PAPRI2022,Yes,2022-11-30
CHN-0729,Chinstrap,48.3,17.53,187.8,3687,Adult,,Biscoe West,Biscoe,2023-03-21,Healthy,PAPRI2023,No,
ADE-0722,Adelie,41.3,17.34,196.2,3530,Juvenile,Male,Torgersen North,Torgersen,2019-10-13,Healthy,PAPRI2019,Yes,2019-10-02
,Gentoo,45.32,13.34,214.4,5427,Adult,,Torgersen North,Torgersen,2024-09-20,Healthy,PAPRI2024,Yes,2024-09-10
CHN-0730,Chinstrap,53.55,18.01,198.3,3051,Juvenile,Female,Cormorant East,Cormorant,2022-04-14,Underweight,PAPRI2022,Yes,2022-04-04
,Adelie,36.28,21.0,191.7,3706,Adult,,Torgersen North,Torgersen,2020-11-25,Healthy,PAPRI2020,Yes,2020-11-18
,Gentoo,50.41,14.19,212.4,5376,Adult,,Dream South,Dream,2023-10-21,Healthy,PAPRI2023,Yes,2023-10-13
GEN-0707,Gentoo,45.98,15.8,222.5,2981,Chick,Male,Torgersen North,Torgersen,2022-04-02,Underweight,PAPRI2022,No,
CHN-0731,Chinstrap,50.48,20.65,197.1,2674,Juvenile,Male,Torgersen North,Torgersen,2022-10-22,Underweight,PAPRI2022,Yes,2022-10-21
,Adelie,37.59,20.23,187.4,4234,Adult,Male,Dream South,Dream,2020-09-20,Critically Ill,PAPRI2020,Yes,2020-09-19
,Gentoo,45.43,13.0,213.0,4057,Juvenile,,Dream South,Dream,2022-01-19,Healthy,PAPRI2022,No,
GEN-0708,Gentoo,48.38,18.1,217.4,4773,Adult,Female,Biscoe West,Biscoe,2021-02-14,Healthy,PAPRI2021,Yes,2021-02-07
GEN-0709,Gentoo,48.19,13.69,213.9,4148,Adult,,Dream South,Dream,2022-02-24,Healthy,PAPRI2022,Yes,2022-02-24
,Chinstrap,52.78,17.93,191.1,3185,Juvenile,,Torgersen North,Torgersen,2024-02-15,Overweight,PAPRI2024,Yes,2024-02-08
ADE-0723,Adelie,41.35,17.72,191.7,3295,Juvenile,Male,Dream South,Dream,2024-03-15,Healthy,PAPRI2024,Yes,2024-03-06
,Chinstrap,50.33,17.92,194.0,2926,Juvenile,Female,Torgersen North,Torgersen,2020-03-14,Underweight,PAPRI2020,Yes,2020-03-05
ADE-0724,Adelie,40.11,19.3,190.5,3903,Adult,Female,Biscoe West,Biscoe,2024-12-27,Healthy,PAPRI2024,No,
GEN-0710,Gentoo,44.76,14.25,219.1,5727,Adult,,Dream South,Dream,2023-02-10,Healthy,PAPRI2023,No,
ADE-0725,Adelie,41.43,16.45,190.7,3562,Adult,,Dream South,Dream,2023-08-10,Healthy,PAPRI2023,Yes,2023-08-04
,Adelie,35.45,17.54,198.2,3144,Juvenile,Male,Cormorant East,Cormorant,2020-07-02,Underweight,PAPRI2020,Yes,2020-06-26
CHN-0732,Chinstrap,45.99,16.97,195.0,3658,Adult,Female,Dream South,Dream,2020-11-28,Healthy,PAPRI2020,Yes,2020-11-15
GEN-0711,Gentoo,49.61,15.99,217.1,4792,Juvenile,,Dream South,Dream,2020-09-04,Healthy,PAPRI2020,Yes,2020-08-25
GEN-0712,Gentoo,46.75,15.27,213.1,4075,Juvenile,Male,Cormorant East,Cormorant,2021-06-10,Underweight,PAPRI2021,Yes,2021-06-04
,Adelie,43.32,20.6,194.1,2543,Juvenile,Female,Dream South,Dream,2023-07-24,Underweight,PAPRI2023,Yes,2023-07-18
ADE-0726,Adelie,41.91,17.58,198.0,2786,Juvenile,,Biscoe West,Biscoe,2021-11-06,Underweight,PAPRI2021,Yes,2021-11-05
,Gentoo,48.92,14.86,212.8,4714,Adult,Female,Dream South,Dream,2021-03-20,Healthy,PAPRI2021,No,
CHN-0733,Chinstrap,42.29,20.38,183.4,3591,Adult,Female,Dream South,Dream,2024-12-11,Overweight,PAPRI2024,Yes,2024-11-29
,Adelie,40.62,16.12,198.4,3069,Juvenile,Male,Torgersen North,Torgersen,2021-12-31,Healthy,PAPRI2021,Yes,2021-12-30
,Chinstrap,45.27,16.6,195.0,2961,Juvenile,,Biscoe West,Biscoe,2024-02-13,Underweight,PAPRI2024,Yes,2024-02-04
ADE-0727,Adelie,38.25,16.99,188.1,3300,Juvenile,,Biscoe West,Biscoe,2021-11-24,Healthy,PAPRI2021,Yes,2021-11-23
ADE-0728,Adelie,44.43,20.58,187.2,2500,Chick,,Shortcut Point,Shortcut,2023-08-05,Underweight,PAPRI2023,Yes,2023-07-28
CHN-0734,Chinstrap,42.96,19.44,189.4,3419,Adult,Male,Torgersen North,Torgersen,2022-08-28,Healthy,PAPRI2022,Yes,2022-08-27
CHN-0735,Chinstrap,49.03,18.43,201.5,3745,Adult,,Biscoe West,Biscoe,2023-05-28,Overweight,PAPRI2023,Yes,2023-05-21
GEN-0713,Gentoo,49.51,14.29,216.6,4795,Adult,,Biscoe West,Biscoe,2023-06-05,Healthy,PAPRI2023,Yes,2023-05-22
,Chinstrap,52.64,18.04,205.8,3934,Adult,,Biscoe West,Biscoe,2021-07-08,Overweight,PAPRI2021,Yes,2021-07-07
CHN-0736,Chinstrap,49.17,18.89,184.1,2500,Juvenile,,Torgersen North,Torgersen,2024-03-07,Underweight,PAPRI2024,No,
GEN-0714,Gentoo,52.6,15.55,208.5,4829,Adult,,Torgersen North,Torgersen,2024-09-29,Healthy,PAPRI2024,Yes,2024-09-22
,Adelie,38.88,21.0,181.9,3858,Adult,,Biscoe West,Biscoe,2023-09-17,Healthy,PAPRI2023,Yes,2023-09-16
CHN-0737,Chinstrap,45.87,15.8,198.7,2500,Chick,,Torgersen North,Torgersen,2021-10-20,Underweight,PAPRI2021,Yes,2021-10-18
GEN-0715,Gentoo,47.7,15.74,213.5,4757,Adult,Female,Cormorant East,Cormorant,2023-02-28,Healthy,PAPRI2023,Yes,2023-02-20
,Gentoo,45.0,13.0,219.1,5433,Adult,,Torgersen North,Torgersen,2022-09-11,Healthy,PAPRI2022,Yes,2022-09-01
GEN-0716,Gentoo,50.04,14.18,213.3,2805,Chick,,Cormorant East,Cormorant,2020-09-06,Underweight,PAPRI2020,Yes,2020-09-03
,Gentoo,44.19,15.6,213.3,4853,Adult,Female,Cormorant East,Cormorant,2021-09-12,Healthy,PAPRI2021,Yes,2021-09-10
,Adelie,41.02,18.43,198.7,4042,Adult,,Dream South,Dream,2022-02-10,Healthy,PAPRI2022,Yes,2022-02-07
ADE-0729,Adelie,36.05,18.93,175.6,4153,Adult,Male,Dream South,Dream,2023-12-23,Healthy,PAPRI2023,Yes,2023-12-14
ADE-0730,Adelie,35.87,18.5,186.4,3646,Adult,,Torgersen North,Torgersen,2023-12-14,Healthy,PAPRI2023,No,
,Gentoo,46.47,14.15,216.7,5395,Adult,,Torgersen North,Torgersen,2024-05-07,Healthy,PAPRI2024,Yes,2024-04-23
GEN-0717,Gentoo,44.8,14.48,225.1,4647,Adult,Female,Dream South,Dream,2023-11-09,Healthy,PAPRI2023,Yes,2023-11-07
,Chinstrap,44.61,19.22,202.7,3383,Adult,Female,Cormorant East,Cormorant,2020-02-20,Underweight,PAPRI2020,Yes,2020-02-18
,Chinstrap,48.63,20.35,192.6,3991,Adult,,Biscoe West,Biscoe,2024-06-22,Overweight,PAPRI2024,Yes,2024-06-18
,Chinstrap,51.39,19.61,207.0,3915,Adult,,Cormorant East,Cormorant,2020-05-05,Overweight,PAPRI2020,No,
ADE-0731,Adelie,37.85,18.29,179.8,2500,Chick,,Dream South,Dream,2021-12-18,Underweight,PAPRI2021,Yes,2021-12-13
CHN-0738,Chinstrap,46.35,18.47,177.1,2828,Juvenile,,Torgersen North,Torgersen,2021-02-27,Underweight,PAPRI2021,Yes,2021-02-21
,Adelie,35.84,19.16,185.7,3293,Adult,Female,Cormorant East,Cormorant,2023-02-06,Underweight,PAPRI2023,Yes,2023-02-01
,Gentoo,50.93,16.76,206.9,4675,Adult,,Torgersen North,Torgersen,2021-06-18,Healthy,PAPRI2021,No,
