tag_id,species,bill length (mm),bill depth (mm),flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
,Gentoo,47.44,16.53,198.94,5453.0,Adult,,Dream South,Dream,2023-09-27,Healthy,PAPRI2023,Yes,2023-09-20
CHN-0927,Chinstrap,45.96,16.76,189.3,3641.0,chik,Female,Dream South,Dream,2024-12-25,Healthy,PAPRI2024,Yes,2024-12-12
,Adelie,41.96,16.0,184.2,3926.0,Adult,Male,Dream South,Dream,2022-08-19,Overwight,PAPRI2022,Yes,2022-08-08
GEN-0906,Gentoo,47.91,15.07,219.1,,Juvenile,,Cormorant East,Cormorant,2023-03-14,Overweight,STUDY_2022,Yes,2023-03-10
CHN-0928,Chinstrap,50.39,17.72,184.4,4016.08,Adult,Female,Cormorant East,,2022-12-09,Overweight,PAPRI2022,Yes,2022-11-25
CHN-0929,Chinstrap,47.16,20.12,184.9,3157.0,Adult,Female,Shortcut Point,Shortcut,,Underweight,,Yes,2020-06-16
,Chinstrap,48.19,18.91,202.1,3610.0,Adult,Female,Biscoe West,Biscoe,2023-01-13,Healthy,PAPRI2023,Yes,2022-12-30
,Adelie,37.92,20.19,182.2,4472.387184980232,Adult,Male,Cormorant East,,2021-11-08,Overweight,PAPRI2021,,2021-10-25
,Adelie,37.73,18.09,197.7,,Adult,Male,Dream South,Dream,,,PAPRI2024,Yes,2024-04-05
,Gentoo,47.48,16.14,225.6,3803.0,Juvenile,Male,Biscoe West,Biscoe,2020-01-23,Underweight,PAPRI2020,Yes,2020-01-18
,,51.34,13.8,,3609.0,Juvenile,Female,Torgersen North,Torgersen,17-01-2019,Underweight,PAPRI2024,No,
ADE-0919,Adelie,38.77,20.51,202.4,3778.0,Adult,,Shortcut Point,Shortcut,,Overweight,papri2024,Yes,2023-06-06
GEN-0907,Gentoo,50.22,13.49,,5282.0,Adult,,,Dream,2022-01-27,Healthy,PAPRI2022,No,
GEN-0908,Gentoo,,13.74,215.1,3256.0,Chick,,Dream South,Dream,2023-12-02,,PAPRI2023,Yes,2023-11-26
GEN-0909,Gentoo,48.81,14.08,206.8,3909.0,Juvenile,Female,Torgersen North,,2024-11-08,,PAPRI2024,Yes,2024-11-03
,Adelie,40.55,,194.6,3637.0,Adult,Male,Torgersen North,,2020-12-30,Healthy,PAPRI2020,Yes,2020-12-30
,Gentoo,,13.0,220.1,3863.0,,Female,Biscoe West,Biscoe,2019-12-13,Underweight,PAPRI2019,Yes,2019-11-29
GEN-0910,Gentoo,45.51,14.61,215.1,5627.0,Adult,,Shortcut Point,Shortcut,,Overweight,PAPRI2019,Yes,2019-11-15
GEN-0911,Gentoo,50.19,14.24,221.1,3163.0,Chick,Male,Torgersen North,Torgersen,2020-09-19,Overweight,papri2024,Yes,2020-09-19
GEN-0912,Gentoo,52.25,14.9,215.1,5026.0,Adult,,Biscoe West,Biscoe,2023-09-19,Healthy,PAPRI2023,No,
CHN-0930,Chinstrap,45.39,17.17,,2839.0,Juvenile,Male,TORGERSEN 4,Biscoe,2022-10-17,Critically Ill,PAPRI2022,Yes,2022-10-15
GEN-0913,Gentto,44.01,13.0,,3185.0,Chick,,Shortcut Point,torg,2020-12-06,Underweight,PAPRI2020,No,
,Gentoo,47.05,18.16,212.92,4795.0,Adult,,Torgersen North,Torgersen,2022-03-04,Healthy,PAPRI2022,Yes,2022-02-28
,Adelie,40.12,17.63,193.6,3915.0,Adult,,Biscoe West,Biscoe,2020-10-15,Healthy,PAPRI2020,Yes,2020-10-09
,Chinstrap,50.21,18.48,,3160.0,Juvenile,,,Torgersen,2022-01-23,Healthy,PAPRI2022,Yes,2022-01-19
CHN-0931,Chinstrap,46.55,20.43,212.4,3128.0,Juvenile,,cormorant NW,,2020-09-05,Underweight,PAPRI2020,Yes,2020-08-30
,Chinstrap,51.74,20.49,195.5,3460.0,Adult,,Torgersen North,short cut,2022-08-27,Unwell,PAPRI2022,Yes,2022-08-20
CHN-0932,,45.37,16.69,194.5,,Adult,,Cormorant East,Cormorant,2020-09-10,Underweight,PAPRI2020,No,
,Adelie,39.51,15.69,188.5,4145.0,Adult,Male,Torgersen,Dream,2024-03-12,Healthy,,Yes,2024-03-09
ADE-0921,Adelie,35.72,16.44,184.1,3614.0,Adult,Unknown,Cormorant East,Cormorant,2023-05-31,Healthy,PAPRI2023,Yes,2023-05-31
,Adelie,38.8,20.69,193.7,3333.0,Adult,,Biscoe West,Biscoe,2019-10-23,Healthy,PAPRI2019,,2019-10-11
CHN-0933,Chinstrap,,17.6,202.8,4226.0,Adult,Female,Torgersen North,Torgersen,2023-06-29,Healthy,PAPRI2023,No,
ADE-0922,Adelie,32.77,20.39,188.9,3778.0,Adult,,Biscoe West,Biscoe,2022-12-24,Healthy,PAPRI2022,Yes,2022-12-14
GEN-0914,Gentoo,,15.1,210.2,4032.0,Adult,Female,Biscoe West,Biscoe,2022-11-21,,PAPRI2022,Yes,2022-11-21
,Adelie,36.23,17.92,199.7,2800.7482485976784,Juvenile,,Dream South,,2024-02-01,,PAPRI2024,Yes,2024-01-22
,Gentoo,49.45,,209.4,4808.0,juvenille,Female,Torgersen North,Torgersen,2023-09-17,Healthy,PAPRI2023,,2023-09-12
,Chinstrap,49.86,18.43,202.61,,Chick,M,dream island,Dream,2021-08-02,Underweight,PAPRI2021,No,
CHN-0934,Chinstrap,50.29,18.92,195.5,3595.25,Adult,Female,Biscoe West,Biscoe,2024-05-17,Underweight,PAPRI2024,Yes,2024-05-09
,Gentoo,43.83,15.18,209.3,4779.0,ADLT,Male,Torgersen North,Torgersen,2024-11-20,Healthy,PAPRI2024,Yes,2024-11-10
,Chinstrap,49.47,15.08,199.1,3125.0,Juvenile,,Torgersen North,Torgersen,,Underweight,PAPRI2020,Yes,2020-12-11
CHN-0935,,48.11,20.04,192.6,3464.0,Adult,Female,Torgersen North,cormor,2021-09-27,Healthy,PAPRI2021,No,
,Adelie,39.02,18.18,193.4,4365.7529838999235,Juvenile,Female,Torgersen North,,9999-99-99,Underweight,PAPRI2022,Yes,2022-03-13
CHN-0936,Chinstrap,46.88,19.86,201.4,2671.0,Juvenile,Male,Torgersen North,,,under weight,PAPRI2022,No,
,Adelie,40.79,18.44,194.1,3884.0,Adult,,Cormorant East,Cormorant,2021-01-25,Overweight,,Yes,2021-01-17
CHN-0937,Chinstrap,44.78,,211.98,2539.0,Chick,Male,Torgersen North,Torgersen,2024-11-11,Underweight,PAPRI2024,Yes,2024-11-02
,Gentoo,,16.0,224.2,,Adult,Male,Cormorant East,torg,2020-10-16,Healthy,PAPR12021,Yes,2020-10-05
,Gentoo,48.79,16.52,223.2,4473.0,Juvenile,Male,Torgersen North,Torgersen,2019-10-04,,,,2019-10-04
GEN-0916,Gentoo,40.59,14.62,225.3,2895.0,Chick,,Biscoe West,,2019-12-28,under weight,PAPRI2019,Yes,2019-12-27
GEN-0917,Gentoo,47.09,14.01,215.9,5069.0,Adult,F,Torgersen North,Torgersen,2024-02-11,Healthy,PAPRI2024,Yes,2024-01-29
CHN-0938,Chinstrap,45.17,19.66,202.2,3894.0,Adult,Male,Dream South,,2022-05-26,Critically Ill,PAPRI2022,Yes,2022-05-17
,Chinstrap,50.09,16.82,193.4,2830.0,,Female,Torgersen North,unknown,2024-10-24,Underweight,PAPRI2024,Yes,2024-10-24
CHN-0939,Chinstrap,47.75,15.84,201.9,2500.0,Chick,Female,TORGERSEN 4,Shortcut,2020-06-09,Underweight,PAPRI2020,Yes,2020-06-09
GEN-0918,Gentto,47.73,16.26,216.5,4649.0,Adult,,Cormorant East,Cormorant,2020-05-10,Healthy,PAPRI2020,No,
,Chinstrap,45.39,15.96,217.99,2712.0,Juvenile,Female,Cormorant,Cormorant,2022-04-03,Underweight,papri2024,Yes,2022-04-03
CHN-0940,Chinstrap,45.58,20.99,200.2,5839.91,Adult,Male,Torgersen North,Torgersen,2024-03-26,,PAPRI2024,Yes,2024-03-20
,Chinstrap,49.27,14.29,195.6,2500.0,Chick,Female,Dream South,,2020-03-26,Underweight,PAPRI2020,Yes,2020-03-21
GEN-0919,Gentto,45.78,13.9,213.6,3948.0,,Female,Torgersen North,Torgersen,2024-99-01,Overwight,PAPRI2021,Yes,2021-08-08
,Adelie,,18.62,192.3,3829.0,Adult,,Biscoe West,Biscoe,2023-12-09,,PAPRI2023,No,
,adeleie,,16.39,191.8,3960.0,Adult,,Torgersen North,Torgersen,2024-06-27,Healthy,PAPRI2024,No,
,Gentoo,47.08,13.71,216.6,4842.0,Adult,Female,Dream South,Dream,2020-03-04,Healthy,PAPRI2020,Yes,2020-03-03
GEN-0920,Gentoo,46.99,15.55,218.9,5957.640574212545,Adult,Male,Dream South,Dream,2024-04-16,Healthy,PAPRI2024,Yes,2024-04-04
ADE-0923,Adelie,41.37,18.67,196.5,,Juvenile,,Biscoe West,Biscoe,2021-01-16,,,Yes,2021-01-12
GEN-0921,Gentto,53.86,15.52,217.7,4633.58,Adult,,Biscoe West,,2021-08-08,Healthy,PAPRI2021,No,
GEN-0922,,43.34,14.18,222.3,4055.0,Juvenile,Male,Torgersen North,Torgersen,2019-12-05,Healthy,PAPRI2019,Yes,2019-11-25
CHN-0941,Chinstrap,50.89,15.16,201.1,3049.0,Adult,Female,Dream South,Dream,not-a-date,,PAPRI2023,Yes,2023-11-11
ADE-0924,Adelie,42.95,17.56,189.1,3387.0,Adult,,Dream South,Dream,2020-02-10,Healthy,PAPRI2020,Yes,2020-02-02
,Adelie,41.29,16.4,195.3,2500.0,Chick,,Cormorant East,Cormorant,2020-10-24,Underweight,PAPRI2020,Yes,2020-10-13
,Adelie,42.16,19.15,182.8,3562.65,Adult,,Torgersen North,Torgersen,2019-10-14,Healthy,,Yes,2019-10-09
GEN-0923,Gentoo,46.32,,230.0,5007.0,Adult,,Dream South,Dream,2019-10-06,Healthy,PAPRI2019,Yes,2019-10-02
ADE-0925,Adelie,38.19,18.56,180.2,3397.0,Adult,Female,,torg,2019-12-07,Healthy,,Yes,2019-11-25
,Chinstrap,47.52,19.55,194.3,3752.0,Adult,Male,,Torgersen,2020-05-15,Healthy,PAPRI2020,,2020-05-04
,Gentoo,48.77,13.0,216.6,5140.0,Adult,,torgersen SE,Torgersen,2021-01-01,Healthy,PAPRI2021,,2020-12-22
GEN-0924,Gentoo,46.4,14.35,220.6,2831.0,Chick,,Biscoe West,Biscoe,,Underweight,PAPRI2024,Yes,2024-06-29
CHN-0943,Chinstrap,48.82,18.71,181.3,4104.0,Adult,Male,,Dream,,Overweight,PAPRI2022,Yes,2022-06-26
GEN-0925,Gentoo,,14.39,218.8,5182.0,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2023,Yes,2023-07-23
,Gentoo,41.65,13.81,207.3,4621.0,Adult,,Torgersen North,Torgersen,2020-10-22,Healthy,PAPR2023,Yes,2020-10-15
,Gentoo,49.63,15.95,218.6,4243.0,Adult,F,Torgersen North,Torgersen,2019-11-27,Healthy,PAPRI2019,Yes,2019-11-23
,Gentoo,51.28,16.81,230.0,5375.0,Adult,F,Torgersen North,Torgersen,2024-03-29,Healthy,PAPRI2024,Yes,2024-03-16
CHN-0944,Chinstrap,60.0,17.72,203.77,5310.548537210076,Adult,Male,Cormorant East,bisco,,Overweight,PAPRI2024,,2024-12-10
CHN-0945,Chinstrap,49.78,19.31,196.4,3680.0,Adult,,Cormorant East,Cormorant,2019-10-14,Overweight,PAPRI2019,Yes,2019-10-01
ADE-0926,Adelie,40.75,18.68,184.7,3386.9761525750837,Adult,Male,Dream South,Dream,2023-05-29,Healthy,PAPRI2023,Yes,2023-05-28
,Gentoo,46.49,18.88,212.5,4910.0,Juvenile,Male,cormorant NW,Biscoe,2024-12-22,Unwell,PAPRI2024,Yes,2024-12-10
GEN-0926,Gentoo,48.36,15.33,223.0,3163.0,Chick,,Cormorant East,Cormorant,2022-08-15,Underweight,PAPRI2022,Yes,2022-08-14
ADE-0927,Adelie,37.14,19.99,181.0,3341.0,Adult,Unknown,Shortcut Point,,2022-03-11,Underweight,PAPRI2022,Yes,2022-03-10
GEN-0927,Gentoo,50.5,15.69,226.7,4573.0,Adult,,Torgersen North,Torgersen,2020-02-15,Healthy,PAPRI2020,,2020-02-02
ADE-0928,adeleie,,17.97,192.0,4104.0,Adult,Male,Shortcut Point,bisco,2022-09-15,Underweight,PAPRI2022,Yes,2022-09-08
CHN-0946,Chinstrap,52.61,18.85,192.8,2500.0,Chick,,Cormorant East,Cormorant,2022-05-08,Underweight,PAPRI2022,Yes,2022-05-06
,Adelie,35.5,17.01,193.7,3977.0,Adult,,Torgersen North,Torgersen,2024-01-30,Healthy,PAPRI2024,Yes,2024-01-26
,Chinstrap,47.15,18.33,187.7,3717.0,Adult,Female,Torgersen North,Torgersen,2023-01-30,,PAPRI2023,Yes,2023-01-21
,Gentoo,41.35,16.32,,5402.0,Adult,Male,Biscoe,Torgersen,2021-09-25,Healthy,PAPRI2021,,2021-09-24
,Adelie,41.37,20.31,183.7,2570.8,Juvenile,,invalid_colony,,2024-06-03,Underweight,PAPRI2024,Yes,2024-05-27
CHN-0947,Chinstrap,49.99,17.86,190.4,3593.0,Adult,,Biscoe West,Biscoe,,Overweight,PAPRI2021,Yes,2021-09-14
CHN-0948,Chinstrap,53.9,17.38,,2936.0,,,Biscoe West,Biscoe,2022-01-30,Underweight,,Yes,2022-01-22
,Adelie,40.3,17.94,195.5,2500.0,Adult,Female,Biscoe West,short cut,2021-03-20,Underweight,,Yes,2021-03-16
,Chinstrap,50.86,19.58,203.2,2663.0,Juvenile,,Dream South,Dream,,Underweight,PAPRI2023,,2023-03-06
GEN-0928,Gentoo,53.62,16.32,230.0,3843.0,Juvenile,Female,Biscoe West,Biscoe,2023-02-19,Underweight,PAPRI2023,Yes,2023-02-18
,Adelie,32.0,,186.6,3596.0,Adult,,Dream South,Dream,2023-03-06,Healthy,PAPRI2023,Yes,2023-02-20
CHN-0949,Chinstrap,54.16,16.53,197.8,3911.16,Adult,Female,Dream South,Dream,2020-05-17,Underweight,PAPR12021,No,
GEN-0929,Gentoo,49.86,14.24,223.6,4518.0,Adult,,Torgersen North,Torgersen,2020-12-09,Healthy,PAPRI2020,,
,Chinstrap,,,187.9,2500.0,Chick,,Biscoe West,,2022-09-21,Underweight,PAPRI2022,No,
CHN-0950,Chinstrap,42.79,17.08,186.6,3087.0,Juvenile,,Dream South,Dream,2020-09-29,Underweight,PAPRI2020,Yes,2020-09-27
GEN-0930,Gentoo,39.91,15.48,215.5,4955.0,Adult,,Biscoe West,Biscoe,2021-03-03,,PAPRI2021,Yes,2021-03-01
,Gentoo,48.55,15.18,220.2,4435.0,Adult,,Torgersen North,Torgersen,2024-01-05,Healthy,,No,
ADE-0929,Adelie,40.66,18.18,189.5,3136.0,Juvenile,Male,Biscoe West,Biscoe,2020-03-18,Underweight,PAPRI2020,Yes,2020-03-12
,Chinstrap,47.19,17.68,196.9,,Chick,Female,Shortcut Point,Shortcut,,Underweight,PAPRI2023,Yes,2023-07-31
,Gentoo,52.28,13.21,208.5,4524.0,Adult,,Biscoe West,Biscoe,2023-08-19,Healthy,PAPRI2023,Yes,2023-08-07
GEN-0932,Gentoo,52.38,14.83,207.3,4819.0,Adult,Male,Torgersen North,Torgersen,2023-07-02,Healthy,PAPRI2023,No,
ADE-0930,Adelie,,19.25,196.1,3540.0,Adult,,Dream South,bisco,2020-02-18,Healthy,PAPRI2020,Yes,2020-02-18
GEN-0933,Gentoo,45.78,13.0,214.1,4573.0,Adult,Female,Torgersen North,Torgersen,2022-08-21,Critically Ill,,Yes,2022-08-10
CHN-0951,Chinstrap,50.93,19.27,200.9,3282.0,Adult,Female,Dream South,Dream,2020-11-07,Underweight,,Yes,2020-10-30
CHN-0952,Chinstrap,45.28,,192.2,3164.0,Adult,,Cormorant East,Cormorant,2024-04-08,Underweight,PAPRI2024,,2024-04-08
CHN-0953,Chinstrap,54.01,17.69,188.4,3127.0,Juvenile,,,Biscoe,error,Underweight,STUDY_2022,Yes,2022-12-18
,Adelie,44.89,18.72,179.5,4692.0,Adult,Male,Torgersen North,Torgersen,2024-07-23,Overweight,PAPRI2024,Yes,2024-07-16
,Chinstrap,,18.38,202.9,3734.0,Adult,,Biscoe West,Biscoe,2020-08-03,Healthy,,Yes,2020-08-02
,Gentto,49.54,16.67,223.1,5743.0,Adult,,Cormorant East,Cormorant,2023-03-13,Overweight,PAPRI2023,Yes,2023-03-04
GEN-0934,Gentoo,44.89,14.52,217.4,4966.0,Adult,,Torgersen North,Torgersen,2024-08-01,Healthy,PAPRI2024,Yes,2024-07-25
CHN-0954,Chinstrap,44.01,19.86,190.0,3431.0,Adult,,,Torgersen,2023-04-21,Healthy,PAPRI2023,Yes,2023-04-10
,Chinstrap,48.14,20.62,198.0,2794.0,Juvenile,Female,,Torgersen,2020-01-17,,PAPRI2020,Yes,2020-01-04
,Chinstrap,40.32,17.9,194.1,3548.0,Adult,,,Torgersen,2021-11-26,Healthy,PAPRI2021,Yes,2021-11-21
,Chinstrap,49.7,20.02,196.6,4340.0,Adult,?,Torgersen North,Torgersen,2020-06-09,Overweight,PAPRI2020,Yes,2020-06-05
CHN-0956,Chinstrap,50.62,16.83,194.1,3667.0,ADLT,,Biscoe West,Biscoe,2022-12-10,Healthy,PAPRI2022,Yes,2022-11-27
ADE-0931,Adelie,35.7,19.18,,2746.0,juvenille,Female,Cormorant East,Cormorant,2021-11-27,Underweight,PAPRI2021,No,
GEN-0935,Gentoo,48.4,14.18,212.6,5344.0,Adult,Male,Shortcut Point,Shortcut,2023-10-16,Overweight,PAPRI2023,Yes,2023-10-04
,Adelie,39.67,16.79,188.9,3698.0,Adult,,Shortcut Point,,2024-08-08,Overweight,PAPRI2020,No,
,Adelie,35.36,,186.4,3743.0,Adult,Male,TORGERSEN 4,,2023-11-24,Healthy,PAPRI2023,No,
CHN-0957,Chinstrap,46.33,15.91,198.4,3787.0,Adult,N/A,Biscoe West,cormor,2022-08-19,under weight,PAPRI2022,,2022-08-09
ADE-0932,Adelie,39.51,19.03,194.2,3497.0,Adult,Male,Dream South,Dream,,Healthy,PAPRI2020,,
CHN-0958,Chinstrap,54.56,18.46,194.2,2500.0,Chick,,Biscoe West,,2023-02-05,,PAPRI2023,Yes,2023-01-22
CHN-0959,Chinstrap,45.39,14.84,197.6,5368.218000754243,Adult,,Biscoe West,Biscoe,2022-03-18,Overweight,PAPRI2022,Yes,2022-03-13
GEN-0936,Gentoo,48.0,13.92,219.4,3860.01,Juvenile,Female,Dream South,Dream,2020-09-28,Healthy,PAPRI2020,Yes,2020-09-26
ADE-0933,Adelie,39.33,,189.0,4071.0,Adult,Male,Torgersen North,Torgersen,2023-05-25,Healthy,PAPRI2023,Yes,2023-05-11
,Gentoo,54.61,13.0,208.1,4253.0,Juvenile,Male,Torgersen North,Torgersen,2023-12-17,Healthy,,Yes,2023-12-12
,Gentoo,46.89,14.87,207.5,5276.0,unk,,Biscoe West,Biscoe,2023-01-01,Healthy,PAPRI2023,,2022-12-26
CHN-0960,Chinstrap,50.22,17.45,197.6,3722.0,Adult,,dream island,Torgersen,2024-05-07,Healthy,PAPRI2024,No,
ADE-0934,Adelie,41.76,20.88,,3750.0,Adult,,Torgersen North,Torgersen,2021-06-11,Healthy,PAPRI2021,No,
GEN-0937,Gentoo,46.45,13.53,216.8,4525.0,Adult,M,Shortcut Point,Shortcut,2022-10-18,,PAPRI2022,,2022-10-11
ADE-0935,Adelie,38.79,20.61,188.5,3288.0,Adult,Female,Shortcut Point,Shortcut,2022-04-24,Underweight,,No,
ADE-0936,Adelie,36.83,16.76,195.6,4169.0,Adult,Male,Shortcut Point,Shortcut,2024-11-04,Overweight,,No,
GEN-0938,Gentoo,48.45,13.0,230.0,4976.0,Adult,,Torgersen North,Torgersen,2020-04-19,,PAPRI2020,Yes,2020-04-05
,Adelie,38.38,18.61,187.9,4119.0,Adult,,Torgersen North,Torgersen,2022-09-27,Healthy,PAPRI2022,Yes,2022-09-24
CHN-0961,Chinstrap,49.37,17.82,186.28,2876.0,Juvenile,,Torgersen North,Torgersen,202-05-04,Underweight,PAPRI2019,Yes,2019-10-15
GEN-0939,Gentoo,44.34,13.0,222.6,5125.0,Adult,,Cormorant,Shortcut,2022-06-03,Overweight,PAPR12021,Yes,2022-05-22
ADE-0937,Adelie,40.34,19.33,190.2,2853.35,Juvenile,Female,Torgersen North,,2020-08-21,Underweight,PAPRI2020,Yes,2020-08-09
ADE-0938,Adelie,36.77,20.97,,4074.0,Adult,Male,Cormorant East,Cormorant,2023-03-21,Overweight,PAPRI2023,Yes,2023-03-11
GEN-0940,Gentoo,52.55,14.43,214.1,4476.0,Adult,Female,Biscoe West,Biscoe,2023-09-20,Unwell,PAPRI2023,Yes,2023-09-20
GEN-0941,Gentoo,46.26,15.69,222.5,5484.0,Adult,Male,,Biscoe,2020-03-02,Underweight,PAPRI2020,No,
,Gentoo,49.4,13.83,216.7,3688.0,Juvenile,Male,Torgersen North,Torgersen,2024-09-11,Underweight,PAPRI2024,Yes,2024-09-11
,Gentoo,46.83,15.6,216.6,5288.0,Adult,,Biscoe West,Biscoe,2024-08-02,Healthy,PP2020,No,
CHN-0962,Chinstrap,51.24,19.35,197.4,2593.0,Juvenile,Female,Cormorant East,Cormorant,2021-09-09,Underweight,STUDY_2022,Yes,2021-08-29
GEN-0942,Gentoo,50.2,13.03,230.0,5750.0,Adult,Male,Shortcut Point,Shortcut,2022-06-21,critcal ill,PAPRI2022,Yes,2022-06-10
GEN-0943,Gentoo,52.27,14.81,224.2,5366.0,Adult,Male,Biscoe West,Biscoe,2020-12-23,Healthy,PAPRI2020,Yes,2020-12-15
,Adelie,35.31,17.78,192.4,3712.0,Adult,Female,Cormorant East,,2023-05-20,Healthy,PAPRI2023,Yes,2023-05-18
,Chinstrap,49.99,16.92,199.2,3942.0,,Male,Dream South,,202-10-03,,PAPRI2021,No,
CHN-0963,Chinstrap,49.49,14.92,213.6,2955.0,Juvenile,,Cormorant East,Cormorant,2023-02-15,,PAPRI2023,No,
ADE-0939,Adelie,40.8,17.62,170.0,3940.0,Adult,,Biscoe West,,2023-07-13,Healthy,PAPRI2023,,2023-07-10
CHN-0964,Chinstrap,,21.0,197.6,3463.0,Adult,Female,Biscoe West,Biscoe,2024-07-16,Healthy,PAPRI2024,Yes,2024-07-09
CHN-0965,Chinstrap,50.54,17.14,199.6,3803.0,Adult,,Torgersen North,Torgersen,2024-10-22,Healthy,PAPRI2024,Yes,2024-10-13
GEN-0944,Gentoo,52.51,16.31,212.3,3783.0,Adult,Female,Biscoe West,Biscoe,,Underweight,PAPRI2022,No,
ADE-0940,adeleie,38.68,21.0,190.3,2932.0,Juvenile,,Cormorant East,Cormorant,2024-04-19,,PAPRI2024,Yes,2024-04-18
,Gentoo,45.87,16.35,217.9,,Juvenile,Female,Cormorant East,Cormorant,2021-04-22,Underweight,N/A,Yes,2021-04-17
GEN-0946,Gentoo,46.11,16.32,212.8,,Juvenile,,Dream South,Dream,2024-05-15,Underweight,PAPRI2024,No,
GEN-0947,,51.13,14.9,216.5,3791.0,Juvenile,F,Torgersen North,Torgersen,,Healthy,PAPR2023,Yes,2020-11-16
GEN-0948,Gentoo,48.57,13.79,206.6,4467.0,Adult,Female,Biscoe West,Biscoe,2022-07-16,Healthy,PAPRI2022,Yes,2022-07-13
CHN-0966,Chinstrap,55.19,17.5,202.23,3752.0,Adult,,Torgersen North,Torgersen,2019-10-21,Healthy,PAPRI2019,Yes,2019-10-21
CHN-0967,Chinstrap,55.49,18.27,191.9,3065.0,Juvenile,,Torgersen North,Torgersen,,Underweight,PAPRI2024,,2024-10-26
,Chinstrap,54.83,17.05,192.3,3467.0,ADLT,,Cormorant East,Cormorant,2024-04-15,Underweight,PAPRI2024,Yes,2024-04-15
GEN-0949,Gentoo,39.03,16.12,221.6,5628.0,Adult,,Torgersen North,Torgersen,,Unwell,PAPRI2020,,
,Gentoo,44.56,16.42,225.2,3045.0,Chick,,Torgersen North,torg,2022-09-12,Underweight,PAPR12021,Yes,2022-09-03
,adeleie,,18.5,180.4,4140.0,,,Dream South,Dream,2023-11-28,Healthy,PAPRI2023,Yes,2023-11-14
,Adelie,43.32,18.06,199.9,2959.0,Juvenile,,Shortcut Point,cormor,2022-03-22,Underweight,STUDY_2022,Yes,2022-03-16
ADE-0941,adeleie,43.93,15.85,176.5,2500.0,Adult,,Cormorant East,Cormorant,2020-02-22,Overweight,STUDY_2022,Yes,2020-02-19
ADE-0942,Adelie,35.89,20.66,198.2,2947.0,Juvenile,Female,Shortcut Point,Shortcut,2020-08-27,Underweight,PAPRI2020,Yes,2020-08-21
GEN-0950,Gentoo,50.72,13.0,,4942.0,Adult,,Cormorant East,Cormorant,2021-03-15,Unwell,,No,
GEN-0951,Gentoo,45.45,14.49,214.4,4342.0,Adult,Female,,,2021-06-01,,PAPRI2021,Yes,2021-05-31
GEN-0952,Gentoo,43.63,20.63,219.8,3196.0,Chick,Male,torgersen SE,Torgersen,2021-06-15,Underweight,PAPRI2021,Yes,2021-06-07
ADE-0943,Adelie,39.53,16.66,197.0,2840.0,Juvenile,Female,Dream South,Dream,,Underweight,PAPRI2020,Yes,2020-01-29
CHN-0968,Chinstrap,54.92,16.18,208.6,5144.03,Adult,Male,Biscoe West,Biscoe,2024-99-07,Overweight,PAPRI2021,Yes,2021-04-16
ADE-0944,Adelie,36.06,18.66,197.2,2788.0,Juvenile,Male,,Torgersen,2023-05-12,critcal ill,PAPRI2023,Yes,2023-05-09
,Gentto,50.84,13.54,212.8,4847.0,Adult,Female,Torgersen North,Torgersen,2021-10-09,Unwell,PAPRI2021,Yes,2021-10-05
CHN-0969,Chinstrap,47.34,17.49,189.2,3657.4505567468527,Chick,Male,Torgersen North,Torgersen,2020-06-06,,PAPRI2020,No,
CHN-0970,Chinstrap,50.36,17.6,,2500.0,Juvenile,,,cormor,2024-01-04,Underweight,PAPRI2024,No,
ADE-0945,Adelie,38.58,16.45,191.0,3349.0,Adult,Unknown,Biscoe West,Biscoe,2020-06-24,,,,2020-06-12
ADE-0946,Adelie,40.4,17.52,190.2,3670.0,Adult,,Biscoe West,,2024-01-01,Healthy,PAPRI2024,Yes,2023-12-25
,Gentoo,50.04,,217.6,4062.0,Adult,M,,Biscoe,2022-06-02,Underweight,PAPRI2022,No,
ADE-0947,Adelie,42.2,,182.7,3594.0,Adult,,Torgersen North,Torgersen,2020-06-20,Healthy,PAPRI2020,,2020-06-19
GEN-0953,Gentoo,49.64,15.63,213.2,4024.0,Juvenile,Male,Shortcut Point,Shortcut,2019-12-25,Underweight,PAPRI2019,No,
,Chinstrap,47.88,19.4,195.7,3273.0,Adult,Female,Dream South,Dream,2024-12-16,Underweight,PAPRI2024,Yes,2024-12-06
,Gentoo,52.85,13.72,213.5,4753.0,Chick,Male,Cormorant East,,08-12-2024,Healthy,PAPRI2022,Yes,2022-09-30
GEN-0954,Gentoo,,16.17,,5289.0,Adult,,Biscoe West,Biscoe,2024-99-14,Healthy,PAPRI2019,Yes,2019-12-21
CHN-0971,Chinstrap,50.48,19.27,192.7,3770.0,Adult,,Cormorant East,dreamland,9999-99-99,Overweight,,Yes,2023-03-11
GEN-0955,Gentto,46.29,15.91,219.3,3760.0,Juvenile,Male,Biscoe West,Biscoe,2019-12-07,Underweight,PAPRI2019,No,
GEN-0956,Gentoo,47.86,14.14,224.1,6168.33725000702,,Male,Torgersen North,,2023-07-12,Healthy,PAPRI2023,Yes,2023-07-06
ADE-0948,Adelie,36.29,18.9,193.9,3297.0,Adult,,Dream South,Dream,2019-10-18,Healthy,PAPRI2019,Yes,2019-10-11
